subsidiary;customer_id;year;risk;Status of existing checking account;Duration in month;Credit history;Purpose;Credit amount;Savings account/bonds;Present employment since;Installment rate in percentage of disposable income;Personal status and sex;Other debtors / guarantors;RGPD KO;Present residence since;Property;Age in years;Evaluation;Other installment plans;Housing;Number of existing credits at this bank;Job;Number of people being liable to provide maintenance for;Téléphone;foreign worker
german;241;2011;1;<0 DM;24;existing credits paid back duly till now;car (new);915;no savings account;>=7 years;4;female:divorced/separated/married;none;1;2;car or other;29;88,1;bank;own;1;skilled employee / official;1;none;yes
german;213;2011;1;<0 DM;27;no credits taken;business;5293;<100 DM;unemployed;2;male:single;none;3;4;savings agreement/life insurance;50;21,5;store;own;2;skilled employee / official;1;yes;yes
german;600;2012;0;no checking account;24;delay in paying off;business;3863;<100 DM;1<= < 4 years;1;male:single;none;3;2;unknown / no property;32;77,3;none;for free;1;skilled employee / official;1;none;yes
german;920;2014;1;<0 DM;24;existing credits paid back duly till now;furniture/equipment;3345;<100 DM;>=7 years;4;male:single;none;;2;savings agreement/life insurance;39;48,8;none;rent;1;management/ highly qualified employee;1;yes;yes
german;456;2012;0;no checking account;24;existing credits paid back duly till now;car (used);2679;<100 DM;<1 years;4;female:divorced/separated/married;none;3;1;unknown / no property;29;19,8;none;own;1;management/ highly qualified employee;1;yes;yes
german;35;2010;0;>= 200 DM ;12;existing credits paid back duly till now;furniture/equipment;1474;<100 DM;<1 years;4;female:divorced/separated/married;none;2;1;savings agreement/life insurance;33;9,3;bank;own;1;management/ highly qualified employee;1;yes;yes
german;835;2014;1;>= 200 DM ;15;existing credits paid back duly till now;radio/télévision;2327;<100 DM;<1 years;2;female:divorced/separated/married;none;;3;real estate;25;17,8;none;own;1;unskilled - resident;1;none;yes
german;897;2014;0;<0 DM;21;existing credits paid back duly till now;radio/télévision;2606;<100 DM;<1 years;4;female:divorced/separated/married;none;;4;savings agreement/life insurance;28;44,9;none;rent;1;management/ highly qualified employee;1;yes;yes
german;632;2013;1;<0 DM;18;all credits at this bank paid back duly;furniture/equipment;1553;<100 DM;1<= < 4 years;4;male:single;none;;3;car or other;44;30,7;bank;own;1;skilled employee / official;1;none;yes
german;342;2011;0;<0 DM;21;existing credits paid back duly till now;furniture/equipment;3599;<100 DM;4<= <7 years;1;female:divorced/separated/married;none;3;4;car or other;26;37;none;rent;1;unskilled - resident;1;none;yes
german;905;2014;0;no checking account;24;existing credits paid back duly till now;radio/télévision;1278;<100 DM;>=7 years;4;male:single;none;;1;real estate;36;37,4;none;own;1;management/ highly qualified employee;1;yes;yes
german;710;2013;0;0 <= <200 DM;9;existing credits paid back duly till now;radio/télévision;2118;<100 DM;1<= < 4 years;2;male:single;none;;2;real estate;37;17,6;none;own;1;unskilled - resident;2;none;yes
german;426;2012;0;0 <= <200 DM;18;existing credits paid back duly till now;car (used);2779;<100 DM;1<= < 4 years;1;male:married/widowed;none;3;3;car or other;21;74,6;none;rent;1;skilled employee / official;1;yes;yes
german;204;2011;1;<0 DM;12;existing credits paid back duly till now;retraining;902;<100 DM;4<= <7 years;4;male:married/widowed;none;3;4;savings agreement/life insurance;21;95,9;none;rent;1;skilled employee / official;1;none;yes
german;117;2010;1;<0 DM;42;existing credits paid back duly till now;radio/télévision;7174;no savings account;4<= <7 years;4;female:divorced/separated/married;none;3;3;car or other;30;41,2;none;own;1;management/ highly qualified employee;1;yes;yes
german;435;2012;0;<0 DM;9;existing credits paid back duly till now;furniture/equipment;2136;<100 DM;1<= < 4 years;3;male:single;none;3;2;real estate;25;58,4;none;own;1;skilled employee / official;1;none;yes
german;599;2012;1;no checking account;18;critical account;car (new);2775;<100 DM;4<= <7 years;2;male:single;none;2;2;savings agreement/life insurance;31;47,6;bank;own;2;skilled employee / official;1;none;yes
german;6;2010;0;no checking account;36;existing credits paid back duly till now;education;9055;no savings account;1<= < 4 years;2;male:single;none;3;4;unknown / no property;35;82,5;none;for free;1;unskilled - resident;2;yes;yes
german;493;2012;0;no checking account;6;critical account;radio/télévision;1237;100 <= <500 DM;1<= < 4 years;1;female:divorced/separated/married;none;1;1;savings agreement/life insurance;27;39,5;none;own;2;skilled employee / official;1;none;yes
german;106;2010;1;0 <= <200 DM;24;critical account;others;11938;<100 DM;1<= < 4 years;2;male:single;co-applicant;1;3;car or other;39;60;none;own;2;management/ highly qualified employee;2;yes;yes
german;557;2012;1;0 <= <200 DM;18;no credits taken;car (new);2278;100 <= <500 DM;<1 years;3;female:divorced/separated/married;none;2;3;car or other;28;57;none;own;2;skilled employee / official;1;none;yes
german;676;2013;0;no checking account;30;critical account;radio/télévision;4530;<100 DM;4<= <7 years;4;female:divorced/separated/married;none;;4;car or other;26;44;none;rent;1;management/ highly qualified employee;1;yes;yes
german;749;2013;0;no checking account;21;existing credits paid back duly till now;car (used);5248;no savings account;1<= < 4 years;1;male:single;none;;3;car or other;26;26,2;none;own;1;skilled employee / official;1;none;yes
german;966;2014;0;0 <= <200 DM;30;existing credits paid back duly till now;radio/télévision;1715;no savings account;1<= < 4 years;4;female:divorced/separated/married;none;;1;car or other;26;22,5;none;own;1;skilled employee / official;1;none;yes
german;50;2010;0;no checking account;12;existing credits paid back duly till now;radio/télévision;2073;100 <= <500 DM;1<= < 4 years;4;female:divorced/separated/married;co-applicant;2;2;real estate;28;7,5;none;own;1;skilled employee / official;1;none;yes
german;968;2014;0;no checking account;15;existing credits paid back duly till now;radio/télévision;3568;<100 DM;>=7 years;4;female:divorced/separated/married;none;;2;car or other;54;85,6;bank;rent;1;management/ highly qualified employee;1;yes;yes
german;48;2010;0;<0 DM;6;existing credits paid back duly till now;car (used);1352;500 <= < 1000 DM;unemployed;1;female:divorced/separated/married;none;3;2;savings agreement/life insurance;23;74,2;none;rent;1;unemployed/ unskilled  - non-resident;1;yes;yes
german;223;2011;0;no checking account;12;existing credits paid back duly till now;radio/télévision;707;<100 DM;1<= < 4 years;4;male:single;none;1;2;real estate;30;13,9;bank;own;2;skilled employee / official;1;none;yes
german;569;2012;0;0 <= <200 DM;48;existing credits paid back duly till now;radio/télévision;3979;no savings account;4<= <7 years;4;male:single;none;2;1;car or other;41;30,3;none;own;2;skilled employee / official;2;yes;yes
german;378;2011;0;no checking account;7;delay in paying off;radio/télévision;846;no savings account;>=7 years;3;male:single;none;3;4;unknown / no property;36;5,3;none;for free;1;skilled employee / official;1;none;yes
german;314;2011;1;0 <= <200 DM;12;existing credits paid back duly till now;car (new);685;<100 DM;4<= <7 years;2;male:married/widowed;none;2;3;car or other;25;46,9;bank;own;1;unskilled - resident;1;none;yes
german;395;2011;0;no checking account;9;critical account;furniture/equipment;2406;<100 DM;unemployed;2;male:single;none;2;3;car or other;31;52;none;own;1;management/ highly qualified employee;1;none;yes
german;355;2011;0;no checking account;10;existing credits paid back duly till now;education;727;500 <= < 1000 DM;>=7 years;4;male:single;none;1;4;unknown / no property;46;99,6;none;for free;1;skilled employee / official;1;yes;yes
german;899;2014;0;no checking account;15;existing credits paid back duly till now;furniture/equipment;2186;no savings account;4<= <7 years;1;female:divorced/separated/married;none;;4;real estate;33;59,3;bank;rent;1;unskilled - resident;1;none;yes
german;745;2013;0;<0 DM;39;critical account;furniture/equipment;14179;no savings account;4<= <7 years;4;male:single;none;;4;savings agreement/life insurance;30;81,3;none;own;2;management/ highly qualified employee;1;yes;yes
german;985;2014;0;no checking account;24;critical account;furniture/equipment;2028;<100 DM;4<= <7 years;2;male:single;none;;2;savings agreement/life insurance;30;48,3;none;own;2;unskilled - resident;1;none;yes
german;237;2011;1;0 <= <200 DM;6;existing credits paid back duly till now;car (new);14555;no savings account;unemployed;1;male:single;none;3;2;savings agreement/life insurance;23;83;none;own;1;unemployed/ unskilled  - non-resident;1;yes;yes
german;982;2014;1;no checking account;48;existing credits paid back duly till now;business;4844;<100 DM;unemployed;3;male:single;none;;2;car or other;33;76,9;bank;rent;1;management/ highly qualified employee;1;yes;yes
german;884;2014;0;no checking account;18;critical account;radio/télévision;1098;<100 DM;unemployed;4;female:divorced/separated/married;none;;4;car or other;65;62;none;own;2;unemployed/ unskilled  - non-resident;1;none;yes
german;351;2011;0;no checking account;9;existing credits paid back duly till now;domestic appliances;1236;<100 DM;<1 years;1;female:divorced/separated/married;none;3;4;real estate;23;14,7;none;rent;1;skilled employee / official;1;yes;yes
german;483;2012;0;<0 DM;30;existing credits paid back duly till now;furniture/equipment;3622;>= 1000 DM;>=7 years;4;female:divorced/separated/married;none;3;4;savings agreement/life insurance;57;28,5;none;rent;2;skilled employee / official;1;yes;yes
german;262;2011;0;<0 DM;24;existing credits paid back duly till now;radio/télévision;1603;<100 DM;>=7 years;4;female:divorced/separated/married;none;1;4;car or other;55;65,2;none;own;1;skilled employee / official;1;none;yes
german;592;2012;0;0 <= <200 DM;24;delay in paying off;car (new);1965;no savings account;1<= < 4 years;4;female:divorced/separated/married;none;1;4;car or other;42;83,6;none;rent;2;skilled employee / official;1;yes;yes
german;122;2010;0;no checking account;24;critical account;car (used);3868;<100 DM;>=7 years;4;female:divorced/separated/married;none;2;2;car or other;41;31,3;none;rent;2;management/ highly qualified employee;1;yes;yes
german;643;2013;1;no checking account;15;existing credits paid back duly till now;education;4623;100 <= <500 DM;1<= < 4 years;3;male:single;none;;2;savings agreement/life insurance;40;86;none;own;1;management/ highly qualified employee;1;yes;yes
german;145;2010;0;no checking account;21;critical account;furniture/equipment;2288;<100 DM;<1 years;4;female:divorced/separated/married;none;1;4;savings agreement/life insurance;23;41,9;none;own;1;skilled employee / official;1;yes;yes
german;890;2014;0;no checking account;28;all credits at this bank paid back duly;car (used);7824;no savings account;<1 years;3;male:single;guarantor;;4;real estate;40;96,6;bank;rent;2;skilled employee / official;2;yes;yes
german;754;2013;0;no checking account;30;critical account;radio/télévision;5771;<100 DM;4<= <7 years;4;female:divorced/separated/married;none;;2;car or other;25;77,1;none;own;2;skilled employee / official;1;none;yes
german;770;2013;0;no checking account;12;critical account;radio/télévision;1655;<100 DM;>=7 years;2;male:single;none;;4;real estate;63;38,6;none;own;2;unskilled - resident;1;yes;yes
german;348;2011;0;0 <= <200 DM;24;existing credits paid back duly till now;radio/télévision;3758;500 <= < 1000 DM;unemployed;1;female:divorced/separated/married;none;3;4;unknown / no property;23;51,7;none;rent;1;unemployed/ unskilled  - non-resident;1;none;yes
german;81;2010;1;no checking account;24;existing credits paid back duly till now;radio/télévision;5943;no savings account;<1 years;1;female:divorced/separated/married;none;3;1;car or other;44;71,6;none;own;2;skilled employee / official;1;yes;yes
german;258;2011;1;<0 DM;12;all credits at this bank paid back duly;radio/télévision;2149;<100 DM;1<= < 4 years;4;male:divorced/separated;none;3;1;unknown / no property;29;5,8;none;for free;1;skilled employee / official;1;none;yes
german;5;2010;1;<0 DM;24;delay in paying off;car (new);4870;<100 DM;1<= < 4 years;3;male:single;none;2;4;unknown / no property;53;75;none;for free;2;skilled employee / official;2;none;yes
german;715;2013;1;0 <= <200 DM;60;existing credits paid back duly till now;car (new);14027;<100 DM;4<= <7 years;4;male:single;none;;2;unknown / no property;27;46,4;none;own;1;management/ highly qualified employee;1;yes;yes
german;962;2014;0;0 <= <200 DM;21;delay in paying off;car (new);2353;<100 DM;1<= < 4 years;1;male:divorced/separated;none;;4;savings agreement/life insurance;47;48,5;none;own;2;skilled employee / official;1;none;yes
german;606;2013;0;<0 DM;24;all credits at this bank paid back duly;furniture/equipment;2828;500 <= < 1000 DM;1<= < 4 years;4;male:single;none;;4;real estate;22;75,3;store;own;1;skilled employee / official;1;yes;yes
german;673;2013;0;no checking account;60;existing credits paid back duly till now;car (new);10366;<100 DM;>=7 years;2;male:single;none;;4;savings agreement/life insurance;42;18,1;none;own;1;management/ highly qualified employee;1;yes;yes
german;940;2014;0;no checking account;24;critical account;car (used);6842;no savings account;1<= < 4 years;2;male:single;none;;4;savings agreement/life insurance;46;79,3;none;own;2;management/ highly qualified employee;2;yes;yes
german;47;2010;0;no checking account;36;existing credits paid back duly till now;radio/télévision;2299;500 <= < 1000 DM;>=7 years;4;male:single;none;2;4;car or other;39;42,8;none;own;1;skilled employee / official;1;none;yes
german;246;2011;0;no checking account;24;existing credits paid back duly till now;business;1258;<100 DM;4<= <7 years;4;male:single;none;3;1;real estate;25;77,6;none;own;1;skilled employee / official;1;yes;yes
german;87;2010;0;0 <= <200 DM;18;critical account;furniture/equipment;1295;<100 DM;<1 years;4;female:divorced/separated/married;none;3;1;savings agreement/life insurance;27;21,3;none;own;2;skilled employee / official;1;none;yes
german;286;2011;0;<0 DM;47;existing credits paid back duly till now;car (new);10722;<100 DM;<1 years;1;female:divorced/separated/married;none;1;1;real estate;35;75,9;none;own;1;unskilled - resident;1;yes;yes
german;440;2012;1;>= 200 DM ;12;all credits at this bank paid back duly;business;609;<100 DM;<1 years;4;female:divorced/separated/married;none;2;1;real estate;26;10,6;none;own;1;unemployed/ unskilled  - non-resident;1;none;yes
german;177;2010;0;<0 DM;12;existing credits paid back duly till now;furniture/equipment;2577;<100 DM;1<= < 4 years;2;male:divorced/separated;none;3;1;car or other;42;71,5;none;own;1;skilled employee / official;1;none;yes
german;403;2012;1;no checking account;24;delay in paying off;business;8648;<100 DM;<1 years;2;male:single;none;1;2;car or other;27;70,1;bank;own;2;skilled employee / official;1;yes;yes
german;184;2010;0;no checking account;24;critical account;furniture/equipment;3777;>= 1000 DM;1<= < 4 years;4;male:single;none;1;4;real estate;50;88,1;none;own;1;skilled employee / official;1;yes;yes
german;331;2011;0;<0 DM;24;critical account;car (used);6615;<100 DM;unemployed;2;male:single;none;1;4;unknown / no property;75;67,6;none;for free;2;management/ highly qualified employee;1;yes;yes
german;753;2013;0;0 <= <200 DM;12;existing credits paid back duly till now;business;841;100 <= <500 DM;4<= <7 years;2;female:divorced/separated/married;none;;4;real estate;23;76,7;none;rent;1;unskilled - resident;1;none;yes
german;471;2012;1;0 <= <200 DM;24;existing credits paid back duly till now;radio/télévision;3092;100 <= <500 DM;<1 years;3;male:married/widowed;none;3;2;car or other;22;41,2;none;rent;1;skilled employee / official;1;yes;yes
german;805;2014;0;0 <= <200 DM;12;existing credits paid back duly till now;car (new);7472;no savings account;unemployed;1;female:divorced/separated/married;none;;2;real estate;24;88,3;none;rent;1;unemployed/ unskilled  - non-resident;1;none;yes
german;526;2012;0;0 <= <200 DM;26;existing credits paid back duly till now;car (used);7966;<100 DM;<1 years;2;male:single;none;1;3;car or other;30;60,8;none;own;2;skilled employee / official;1;none;yes
german;501;2012;1;<0 DM;24;existing credits paid back duly till now;car (new);3123;<100 DM;<1 years;4;female:divorced/separated/married;none;3;1;savings agreement/life insurance;27;12,8;none;own;1;skilled employee / official;1;none;yes
german;197;2010;0;no checking account;6;critical account;radio/télévision;1382;<100 DM;1<= < 4 years;1;female:divorced/separated/married;none;2;1;car or other;28;21,2;none;own;2;skilled employee / official;1;yes;yes
german;55;2010;1;0 <= <200 DM;36;delay in paying off;car (new);2225;<100 DM;>=7 years;4;male:single;none;1;4;unknown / no property;57;44,8;bank;for free;2;skilled employee / official;1;yes;yes
german;290;2011;1;<0 DM;24;delay in paying off;radio/télévision;1024;<100 DM;<1 years;4;male:married/widowed;none;2;4;real estate;48;70,5;store;own;1;skilled employee / official;1;none;yes
german;199;2010;0;0 <= <200 DM;24;existing credits paid back duly till now;car (used);2760;no savings account;>=7 years;4;male:single;none;1;4;unknown / no property;36;92,1;bank;for free;1;skilled employee / official;1;yes;yes
german;973;2014;1;<0 DM;24;all credits at this bank paid back duly;car (new);1193;<100 DM;unemployed;1;female:divorced/separated/married;co-applicant;;4;unknown / no property;29;25,2;none;rent;2;unemployed/ unskilled  - non-resident;1;none;yes
german;623;2013;1;no checking account;48;existing credits paid back duly till now;business;3914;no savings account;1<= < 4 years;4;male:divorced/separated;none;;2;real estate;38;91;bank;own;1;skilled employee / official;1;none;yes
german;718;2013;0;no checking account;18;existing credits paid back duly till now;radio/télévision;1505;<100 DM;1<= < 4 years;4;male:single;none;;2;unknown / no property;32;74,3;none;for free;1;management/ highly qualified employee;1;yes;yes
german;521;2012;0;no checking account;24;critical account;repairs;5507;<100 DM;>=7 years;3;male:single;none;2;4;unknown / no property;44;66,9;none;for free;2;skilled employee / official;1;none;yes
german;214;2011;1;>= 200 DM ;30;delay in paying off;business;1908;<100 DM;>=7 years;4;male:single;none;1;4;real estate;66;83,7;none;own;1;management/ highly qualified employee;1;yes;yes
german;591;2012;0;<0 DM;12;critical account;radio/télévision;385;<100 DM;4<= <7 years;4;female:divorced/separated/married;none;3;3;real estate;58;55,1;none;own;4;unskilled - resident;1;yes;yes
german;896;2014;0;no checking account;36;delay in paying off;car (used);8947;no savings account;4<= <7 years;3;male:single;none;;2;car or other;31;14,5;store;own;1;management/ highly qualified employee;2;yes;yes
german;489;2012;0;no checking account;10;existing credits paid back duly till now;car (new);1418;100 <= <500 DM;1<= < 4 years;3;male:single;none;3;2;real estate;35;95;none;rent;1;unskilled - resident;1;none;no
german;128;2010;1;0 <= <200 DM;12;existing credits paid back duly till now;repairs;639;<100 DM;1<= < 4 years;4;male:single;none;2;2;car or other;30;99,5;none;own;1;skilled employee / official;1;none;yes
german;979;2014;1;no checking account;24;delay in paying off;car (new);2538;<100 DM;>=7 years;4;male:single;none;;4;car or other;47;14,7;none;own;2;unskilled - resident;2;none;yes
german;977;2014;0;0 <= <200 DM;6;existing credits paid back duly till now;radio/télévision;753;<100 DM;1<= < 4 years;2;female:divorced/separated/married;guarantor;;3;real estate;64;71,6;none;own;1;skilled employee / official;1;none;yes
german;102;2010;0;0 <= <200 DM;36;existing credits paid back duly till now;radio/télévision;2323;<100 DM;4<= <7 years;4;male:single;none;3;4;car or other;24;41,9;none;rent;1;skilled employee / official;1;none;yes
german;691;2013;0;<0 DM;15;critical account;furniture/equipment;975;<100 DM;1<= < 4 years;2;male:divorced/separated;none;;3;savings agreement/life insurance;25;66,5;none;own;2;skilled employee / official;1;none;yes
german;732;2013;1;<0 DM;24;existing credits paid back duly till now;radio/télévision;1987;<100 DM;1<= < 4 years;2;male:single;none;;4;real estate;21;77;none;rent;1;unskilled - resident;2;none;yes
german;793;2013;0;no checking account;6;critical account;furniture/equipment;1221;no savings account;1<= < 4 years;1;male:married/widowed;none;;2;savings agreement/life insurance;27;8,2;none;own;2;skilled employee / official;1;none;yes
german;302;2011;1;0 <= <200 DM;36;no credits taken;radio/télévision;3804;<100 DM;1<= < 4 years;4;female:divorced/separated/married;none;2;1;car or other;42;7,2;none;own;1;skilled employee / official;1;yes;yes
german;455;2012;1;<0 DM;24;existing credits paid back duly till now;car (new);4817;<100 DM;4<= <7 years;2;male:single;co-applicant;2;3;savings agreement/life insurance;31;76,4;none;own;1;skilled employee / official;1;yes;yes
german;498;2012;0;no checking account;24;critical account;furniture/equipment;1585;<100 DM;4<= <7 years;4;male:single;none;3;3;savings agreement/life insurance;40;33,5;none;own;2;skilled employee / official;1;none;yes
german;916;2014;1;0 <= <200 DM;48;no credits taken;others;18424;<100 DM;1<= < 4 years;1;female:divorced/separated/married;none;;2;savings agreement/life insurance;32;89,6;bank;own;1;management/ highly qualified employee;1;yes;no
german;251;2011;0;<0 DM;6;critical account;car (new);666;>= 1000 DM;4<= <7 years;3;female:divorced/separated/married;none;2;4;real estate;39;54,2;none;own;2;unskilled - resident;1;yes;yes
german;755;2013;1;no checking account;12;delay in paying off;repairs;1555;>= 1000 DM;>=7 years;4;male:single;none;;4;unknown / no property;55;59;none;for free;2;skilled employee / official;2;none;yes
german;800;2013;0;0 <= <200 DM;9;existing credits paid back duly till now;car (new);1549;no savings account;<1 years;4;male:single;none;;2;real estate;35;87,1;none;own;1;unemployed/ unskilled  - non-resident;1;none;yes
german;714;2013;0;<0 DM;9;critical account;radio/télévision;1138;<100 DM;1<= < 4 years;4;male:single;none;;4;real estate;25;57,8;none;own;2;unskilled - resident;1;none;yes
german;906;2014;0;<0 DM;12;existing credits paid back duly till now;radio/télévision;1107;<100 DM;1<= < 4 years;2;male:single;none;;2;real estate;20;15;none;rent;1;management/ highly qualified employee;2;yes;yes
german;640;2013;1;<0 DM;42;delay in paying off;radio/télévision;4370;<100 DM;4<= <7 years;3;male:single;none;;2;savings agreement/life insurance;26;65,3;bank;own;2;skilled employee / official;2;yes;yes
german;158;2010;0;<0 DM;12;all credits at this bank paid back duly;retraining;339;<100 DM;>=7 years;4;male:married/widowed;none;2;1;car or other;45;81,8;bank;own;1;unskilled - resident;1;none;yes
german;457;2012;0;<0 DM;11;critical account;car (new);3905;<100 DM;1<= < 4 years;2;male:single;none;1;2;real estate;36;31,6;none;rent;2;skilled employee / official;2;none;yes
german;931;2014;0;<0 DM;24;existing credits paid back duly till now;furniture/equipment;1747;<100 DM;<1 years;4;male:single;co-applicant;;1;savings agreement/life insurance;24;76,4;none;own;1;unskilled - resident;1;none;no
german;761;2013;0;no checking account;15;critical account;car (new);5045;no savings account;>=7 years;1;female:divorced/separated/married;none;;4;car or other;59;9,4;none;own;1;skilled employee / official;1;yes;yes
german;298;2011;0;no checking account;10;existing credits paid back duly till now;car (new);1287;no savings account;>=7 years;4;male:single;co-applicant;1;2;savings agreement/life insurance;45;79,3;none;own;1;unskilled - resident;1;none;no
german;216;2011;0;0 <= <200 DM;6;critical account;retraining;932;no savings account;4<= <7 years;1;female:divorced/separated/married;none;3;3;savings agreement/life insurance;39;33,8;none;own;2;unskilled - resident;1;none;yes
german;399;2011;1;0 <= <200 DM;12;existing credits paid back duly till now;car (new);1223;<100 DM;>=7 years;1;male:divorced/separated;none;3;1;real estate;46;98,5;none;rent;2;skilled employee / official;1;none;yes
german;808;2014;0;no checking account;12;critical account;radio/télévision;930;no savings account;>=7 years;4;male:single;none;;4;real estate;65;98,9;none;own;4;skilled employee / official;1;none;yes
german;736;2013;0;0 <= <200 DM;36;all credits at this bank paid back duly;domestic appliances;3990;no savings account;<1 years;3;female:divorced/separated/married;none;;2;unknown / no property;29;38,3;bank;own;1;unemployed/ unskilled  - non-resident;1;none;yes
german;757;2013;0;>= 200 DM ;6;critical account;car (new);1299;<100 DM;1<= < 4 years;1;male:single;none;;1;real estate;74;31,5;none;own;3;unemployed/ unskilled  - non-resident;2;none;no
german;67;2010;0;no checking account;12;existing credits paid back duly till now;radio/télévision;2171;<100 DM;<1 years;2;female:divorced/separated/married;none;1;2;car or other;29;45,6;bank;own;1;skilled employee / official;1;none;yes
german;945;2014;0;<0 DM;15;existing credits paid back duly till now;furniture/equipment;1845;<100 DM;<1 years;4;female:divorced/separated/married;guarantor;;1;savings agreement/life insurance;46;24,6;none;rent;1;skilled employee / official;1;none;yes
german;301;2011;0;no checking account;6;existing credits paid back duly till now;car (new);672;<100 DM;unemployed;1;female:divorced/separated/married;none;1;4;real estate;54;5,5;none;own;1;unemployed/ unskilled  - non-resident;1;yes;yes
german;930;2014;0;<0 DM;12;delay in paying off;car (new);1344;<100 DM;1<= < 4 years;4;male:single;none;;2;real estate;43;41,1;none;own;2;unskilled - resident;2;none;yes
german;324;2011;0;<0 DM;18;existing credits paid back duly till now;furniture/equipment;2659;>= 1000 DM;1<= < 4 years;4;male:single;none;3;2;car or other;28;78;none;own;1;skilled employee / official;1;none;yes
german;682;2013;0;no checking account;12;existing credits paid back duly till now;radio/télévision;2279;no savings account;1<= < 4 years;4;male:single;none;;4;unknown / no property;37;26,5;none;for free;1;skilled employee / official;1;yes;yes
german;656;2013;0;<0 DM;14;existing credits paid back duly till now;car (new);3973;<100 DM;unemployed;1;male:single;none;;4;unknown / no property;22;53,3;none;for free;1;skilled employee / official;1;none;yes
german;442;2012;0;<0 DM;12;existing credits paid back duly till now;furniture/equipment;1620;<100 DM;1<= < 4 years;2;female:divorced/separated/married;co-applicant;1;3;savings agreement/life insurance;30;45,9;none;own;1;skilled employee / official;1;none;yes
german;212;2011;0;no checking account;36;existing credits paid back duly till now;radio/télévision;3835;no savings account;>=7 years;2;female:divorced/separated/married;none;2;4;real estate;45;62,4;none;own;1;unskilled - resident;1;yes;yes
german;637;2013;0;no checking account;24;existing credits paid back duly till now;radio/télévision;1376;500 <= < 1000 DM;4<= <7 years;4;female:divorced/separated/married;none;;1;car or other;28;62,3;none;own;1;skilled employee / official;1;none;yes
german;544;2012;1;>= 200 DM ;18;existing credits paid back duly till now;furniture/equipment;2864;<100 DM;1<= < 4 years;2;male:single;none;1;1;real estate;34;35,3;none;own;1;unskilled - resident;2;none;yes
german;886;2014;1;<0 DM;12;existing credits paid back duly till now;education;795;<100 DM;<1 years;4;female:divorced/separated/married;none;;4;savings agreement/life insurance;53;46,9;none;own;1;skilled employee / official;1;none;yes
german;420;2012;1;0 <= <200 DM;18;existing credits paid back duly till now;car (new);1042;no savings account;1<= < 4 years;4;female:divorced/separated/married;none;3;2;savings agreement/life insurance;33;90,1;none;own;1;skilled employee / official;1;none;yes
german;482;2012;0;0 <= <200 DM;24;existing credits paid back duly till now;car (new);1201;<100 DM;<1 years;4;male:single;none;2;1;savings agreement/life insurance;26;25,8;none;own;1;skilled employee / official;1;none;yes
german;379;2011;1;0 <= <200 DM;36;existing credits paid back duly till now;car (new);14318;<100 DM;>=7 years;4;male:single;none;1;2;unknown / no property;57;49,9;none;for free;1;management/ highly qualified employee;1;yes;yes
german;915;2014;1;<0 DM;24;all credits at this bank paid back duly;business;3161;<100 DM;1<= < 4 years;4;male:single;none;;2;savings agreement/life insurance;31;20,9;none;rent;1;skilled employee / official;1;yes;yes
german;609;2013;0;no checking account;18;existing credits paid back duly till now;radio/télévision;2051;<100 DM;<1 years;4;male:single;none;;1;real estate;33;86,9;none;own;1;skilled employee / official;1;none;yes
german;421;2012;0;no checking account;15;existing credits paid back duly till now;car (new);3186;>= 1000 DM;4<= <7 years;2;female:divorced/separated/married;none;1;3;car or other;20;6,1;none;rent;1;skilled employee / official;1;none;yes
german;151;2010;0;no checking account;6;existing credits paid back duly till now;radio/télévision;1346;100 <= <500 DM;>=7 years;2;male:single;none;1;4;unknown / no property;42;78,4;bank;for free;1;skilled employee / official;2;yes;yes
german;838;2014;0;no checking account;4;existing credits paid back duly till now;furniture/equipment;601;<100 DM;<1 years;1;female:divorced/separated/married;none;;3;real estate;23;29,9;none;rent;1;unskilled - resident;2;none;yes
german;731;2013;0;0 <= <200 DM;24;delay in paying off;radio/télévision;6403;<100 DM;<1 years;1;male:single;none;;2;car or other;33;7,7;none;own;1;skilled employee / official;1;none;yes
german;380;2011;0;no checking account;6;critical account;car (new);362;100 <= <500 DM;1<= < 4 years;4;female:divorced/separated/married;none;2;4;car or other;52;42,2;none;own;2;unskilled - resident;1;none;yes
german;922;2014;0;no checking account;48;delay in paying off;radio/télévision;12749;500 <= < 1000 DM;4<= <7 years;4;male:single;none;;1;car or other;37;91,9;none;own;1;management/ highly qualified employee;1;yes;yes
german;335;2011;1;<0 DM;24;no credits taken;furniture/equipment;4110;<100 DM;>=7 years;3;male:single;none;2;4;unknown / no property;23;62,2;bank;rent;2;skilled employee / official;2;none;yes
german;672;2013;0;no checking account;36;existing credits paid back duly till now;business;5742;100 <= <500 DM;4<= <7 years;2;male:single;none;;2;car or other;31;71,7;none;own;2;skilled employee / official;1;yes;yes
german;941;2014;0;no checking account;12;existing credits paid back duly till now;car (new);3527;no savings account;<1 years;2;male:single;none;;3;savings agreement/life insurance;45;34,5;none;own;1;management/ highly qualified employee;2;yes;yes
german;847;2014;1;no checking account;18;existing credits paid back duly till now;car (new);6761;no savings account;1<= < 4 years;2;male:single;none;;4;car or other;68;76,6;none;rent;2;skilled employee / official;1;none;yes
german;515;2012;0;no checking account;24;existing credits paid back duly till now;car (new);2255;no savings account;<1 years;4;male:single;none;2;1;savings agreement/life insurance;54;87,2;none;own;1;skilled employee / official;1;none;yes
